text,label
<p>The library closes at eight in the evening.</p>,none
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,mind_reading
<p>The project requires Python and a database.</p>,NONE
she changed her major after her second year., none 
"if this presentation goes badly, everyone will remember it forever.",catastrophizing
The team won three matches this season.,none
One bad semester means my whole degree is a failure.!!!```,overgeneralization
"If I lose this job, I'll never recover.!!!###",catastrophizing
"I made one awkward comment, so I ruin every conversation.", overgeneralization 
The restaurant was crowded on Saturday., none 
he read my message and didn't respond because he's annoyed with me.,mind_reading
My teammate is frustrated because I am slowing everyone down.,personalization
"I made a mistake at work, so I'm bad at my job.",overgeneralization
The train arrived ten minutes late today., none 
THE GROUP DIDN'T FINISH ON TIME BECAUSE I WASN'T USEFUL ENOUGH.,personalization
,overgeneralization
He read my message and didn't respond because he's annoyed with me.,mind_reading
My manager didn't praise me because she thinks I'm incompetent.!!!}},mind_reading
MY FRIEND SAW MY MESSAGE BUT DIDN'T ANSWER BECAUSE SHE WANTS TO IGNORE ME.,MIND_READING
"I struggled with calculus, so I'm terrible at every subject.!!!\\\",overgeneralization
<div>My roommate closed the door because he doesn't want to talk to me.</div>,mind_reading
,personalization
she is having a bad day because i upset her.,personalization
   One bad semester means my whole degree is a failure. 	  ,overgeneralization
   People from that college are all arrogant. 	  ,overgeneralization
The company rejected our proposal because I wasn't persuasive enough.,personalization
One mistake will completely ruin my future., catastrophizing 
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",catastrophizing
I studied for three hours before the exam.,none
MY LAPTOP HAS 16 GB OF RAM.,none
"She looked away, so she probably thinks I'm boring.",mind-reading
<p>My friend stopped talking because I must have done something wrong.</p>,personalization
   I made one mistake in the presentation. 	  , none 
"One customer complained, so all our customers must be unhappy.",over_generalization
"if my project fails, everything i've worked for will be pointless.",catastrophizing
The project failed because I wasn't capable enough.!!!;;;,
"I made a mistake at work, so I'm bad at my job.",overgeneralization
"   They laughed after I spoke, so they were definitely laughing at me. 	  ",mind_reading
   My laptop has 16 GB of RAM. 	  ,NONE
   Our professor assigned two chapters for Monday. 	  ,none
"My first attempt didn't work, so the idea is useless.",OVERGENERALIZATION
   The group didn't finish on time because I wasn't useful enough. 	  ,personalization
"i got sick once after eating there, so that restaurant always makes people sick.",OVERGENERALIZATION
"If this relationship ends, I'll never be happy again.!!!:::",catastrophizing
The customer was unhappy because I handled the situation badly.,personalization
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",
My friend didn't reply to my message yesterday.,none
"MY FRIEND FORGOT MY BIRTHDAY, SO SHE NEVER CARES ABOUT ME.",overgeneralization
"ONE CUSTOMER COMPLAINED, SO ALL OUR CUSTOMERS MUST BE UNHAPPY.",overgeneralization
   My friend didn't reply to my message yesterday. 	  ,
The meeting went badly because I ruined it for everyone.,PERSONALIZATION
I submitted my application before the deadline.,NONE
"If my project fails, everything I've worked for will be pointless.",catastrophizing
She changed her major after her second year., none 
"<p>They laughed after I spoke, so they were definitely laughing at me.</p>",mind-reading
NOBODY WANTS TO WORK WITH ME.,overgeneralization
"   Every time I try something new, I fail. 	  ",OVERGENERALIZATION
   The meeting went badly because I ruined it for everyone. 	  ,
"ONE PROJECT FAILED, SO NONE OF MY PROJECTS WILL EVER WORK.",over_generalization
the library closes at eight in the evening.,NONE
"My first attempt didn't work, so the idea is useless.",over_generalization
The presentation was boring because I couldn't make it interesting.,personalization
"she sounded tired, so she must be bored of talking to me.",mind_reading
"I made one awkward comment, so I ruin every conversation.!!!!",overgeneralization
My teammate is frustrated because I am slowing everyone down.!!!#,personalization
Portugal has never won the FIFA World Cup.,none
The project requires Python and a database.!!!::,none
   A small mistake here could completely ruin everything. 	  , catastrophizing 
"<p>If I get rejected, I'll never find another opportunity.</p>", catastrophizing 
"I MADE ONE AWKWARD COMMENT, SO I RUIN EVERY CONVERSATION.",over_generalization
"<div>My professor frowned, so he must think I'm stupid.</div>", mind_reading 
"if my presentation fails, nobody will ever trust me again.",catastrophizing
"My first attempt didn't work, so the idea is useless.",overgeneralization
   The group didn't finish on time because I wasn't useful enough. 	  ,personalization
   The team won three matches this season. 	  ,none
"Every time I try something new, I fail.", overgeneralization 
he chose another teammate because he thinks i'm useless.,mind_reading
<p>One rejection could mean I have no future in this field.</p>,catastrophizing
<div>My parents argued because I caused too much stress.</div>,personalization
<p>Everyone deserves equal treatment under the law.</p>, none 
<p>The library closes at eight in the evening.</p>, none 
the project requires python and a database., none 
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",mind_reading
<div>The team lost the match 2-1.</div>,none
One mistake will completely ruin my future.!!!-, catastrophizing 
"I got sick once after eating there, so that restaurant always makes people sick.!!!)))",overgeneralization
   The restaurant was crowded on Saturday. 	  ,none
"I prefer tea to coffee.!!!,,",none
"i struggled with calculus, so i'm terrible at every subject.",overgeneralization
one rejection could mean i have no future in this field., catastrophizing 
"<div>I was late today, so I'm always irresponsible.</div>",overgeneralization
"If my project fails, everything I've worked for will be pointless.",catastrophizing
My friend stopped talking because I must have done something wrong.!!!<,personalization
,catastrophizing
THE TEAM WON THREE MATCHES THIS SEASON.,none
"I was late today, so I'm always irresponsible.",overgeneralization
the company rejected our proposal because i wasn't persuasive enough.,PERSONALIZATION
he walked past without saying hello because he is mad at me., mind_reading 
Portugal has never won the FIFA World Cup.,none
"   If my presentation fails, nobody will ever trust me again. 	  ",catastrophizing
"<div>If I perform badly once, I'll never be respected again.</div>",
"My team lost today, so we can never win.",overgeneralization
"I made one awkward comment, so I ruin every conversation.!!!!!!",over_generalization
"I GOT SICK ONCE AFTER EATING THERE, SO THAT RESTAURANT ALWAYS MAKES PEOPLE SICK.",over_generalization
"<p>She looked away, so she probably thinks I'm boring.</p>",mind_reading
the customer was unhappy because i handled the situation badly.,PERSONALIZATION
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE.,personalization
"IF I FAIL THIS EXAM, MY ENTIRE LIFE IS OVER.",catastrophizing
Missing this deadline means my career is finished.,catastrophizing
The group didn't finish on time because I wasn't useful enough.,personalization
,
Portugal has never won the FIFA World Cup.,
<p>The library closes at eight in the evening.</p>, none 
   I submitted my application before the deadline. 	  , none 
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",MIND_READING
"One project failed, so none of my projects will ever work.",overgeneralization
My friend cancelled our plans because I wasn't good company.,personalization
<p>The party was awkward because I made everyone uncomfortable.</p>, personalization 
"If I perform badly once, I'll never be respected again.!!![[[",catastrophizing
The interview lasted about forty minutes.,none
<p>The customer was unhappy because I handled the situation badly.</p>,personalization
my friend saw my message but didn't answer because she wants to ignore me.,mind_reading
One mistake will completely ruin my future.,catastrophizing
   The team lost the match 2-1. 	  ,none
"<p>One customer complained, so all our customers must be unhappy.</p>", overgeneralization 
   He walked past without saying hello because he is mad at me. 	  ,mind-reading
"   My friend is unhappy today, so it must be because of something I did. 	  ",PERSONALIZATION
, overgeneralization 
"One customer complained, so all our customers must be unhappy.",overgeneralization
The library closes at eight in the evening.!!!\, none 
"One person rejected my idea, so people hate my ideas.",overgeneralization
"If I embarrass myself today, I'll never be able to face these people again.", catastrophizing 
Our professor assigned two chapters for Monday.,none
SHE SMILED AT EVERYONE EXCEPT ME BECAUSE SHE DISLIKES ME.,MIND_READING
HE HASN'T TEXTED ME BECAUSE HE DOESN'T LIKE ME ANYMORE., mind_reading 
"If I get rejected, I'll never find another opportunity.!!!$",catastrophizing
"   I made a mistake at work, so I'm bad at my job. 	  ",overgeneralization
A bad grade will destroy all my chances of succeeding., catastrophizing 
"I GOT SICK ONCE AFTER EATING THERE, SO THAT RESTAURANT ALWAYS MAKES PEOPLE SICK.", overgeneralization 
PORTUGAL HAS NEVER WON THE FIFA WORLD CUP.,NONE
my friend stopped talking because i must have done something wrong.,personalization
"IF THIS RELATIONSHIP ENDS, I'LL NEVER BE HAPPY AGAIN.", catastrophizing 
My friend stopped talking because I must have done something wrong.!!!&&,personalization
<div>The presentation was boring because I couldn't make it interesting.</div>,personalization
My colleague made a mistake because I didn't explain things well enough.,personalization
   The meeting went badly because I ruined it for everyone. 	  ,personalization
The customer was unhappy because I handled the situation badly.,personalization
THE RESTAURANT WAS CROWDED ON SATURDAY.,none
"   I got sick once after eating there, so that restaurant always makes people sick. 	  ", overgeneralization 
i submitted my application before the deadline.,none
